table,row_index,issue_type,description
orders,83992,invalid_quantity,Quantity must be positive
orders,45064,invalid_quantity,Quantity must be positive
orders,4160,invalid_quantity,Quantity must be positive
orders,16993,invalid_quantity,Quantity must be positive
orders,22070,invalid_quantity,Quantity must be positive
orders,35060,invalid_quantity,Quantity must be positive
orders,22675,invalid_quantity,Quantity must be positive
orders,44966,invalid_quantity,Quantity must be positive
orders,11613,invalid_quantity,Quantity must be positive
orders,45724,invalid_quantity,Quantity must be positive
orders,12061,invalid_quantity,Quantity must be positive
orders,63854,invalid_quantity,Quantity must be positive
orders,79543,invalid_quantity,Quantity must be positive
orders,69371,invalid_quantity,Quantity must be positive
orders,81123,invalid_quantity,Quantity must be positive
orders,47104,invalid_quantity,Quantity must be positive
orders,66650,invalid_quantity,Quantity must be positive
orders,3064,invalid_quantity,Quantity must be positive
orders,4902,invalid_quantity,Quantity must be positive
orders,62349,invalid_quantity,Quantity must be positive
orders,89446,invalid_quantity,Quantity must be positive
orders,53798,invalid_quantity,Quantity must be positive
orders,44385,invalid_quantity,Quantity must be positive
orders,82181,invalid_quantity,Quantity must be positive
orders,74042,invalid_quantity,Quantity must be positive
orders,17957,invalid_quantity,Quantity must be positive
orders,81417,invalid_quantity,Quantity must be positive
orders,38801,invalid_quantity,Quantity must be positive
orders,12447,invalid_quantity,Quantity must be positive
orders,9315,invalid_quantity,Quantity must be positive
orders,31491,invalid_quantity,Quantity must be positive
orders,21955,invalid_quantity,Quantity must be positive
orders,78189,invalid_quantity,Quantity must be positive
orders,73470,invalid_quantity,Quantity must be positive
orders,48082,invalid_quantity,Quantity must be positive
orders,26440,invalid_quantity,Quantity must be positive
orders,87872,invalid_quantity,Quantity must be positive
orders,24845,invalid_quantity,Quantity must be positive
orders,45859,invalid_quantity,Quantity must be positive
orders,15774,invalid_quantity,Quantity must be positive
orders,20324,invalid_quantity,Quantity must be positive
orders,59593,invalid_quantity,Quantity must be positive
orders,27559,invalid_quantity,Quantity must be positive
orders,84129,invalid_quantity,Quantity must be positive
orders,33747,invalid_quantity,Quantity must be positive
orders,30019,invalid_quantity,Quantity must be positive
orders,79965,invalid_quantity,Quantity must be positive
orders,20284,invalid_quantity,Quantity must be positive
orders,49094,invalid_quantity,Quantity must be positive
orders,44151,invalid_quantity,Quantity must be positive
orders,51923,invalid_quantity,Quantity must be positive
orders,20852,invalid_quantity,Quantity must be positive
orders,9753,invalid_quantity,Quantity must be positive
orders,50939,invalid_quantity,Quantity must be positive
orders,66786,invalid_quantity,Quantity must be positive
orders,13647,invalid_quantity,Quantity must be positive
orders,56012,invalid_quantity,Quantity must be positive
orders,19809,invalid_quantity,Quantity must be positive
orders,60509,invalid_quantity,Quantity must be positive
orders,33223,invalid_quantity,Quantity must be positive
orders,48560,invalid_quantity,Quantity must be positive
orders,18409,invalid_quantity,Quantity must be positive
orders,41093,invalid_quantity,Quantity must be positive
orders,45165,invalid_quantity,Quantity must be positive
orders,32566,invalid_quantity,Quantity must be positive
orders,27599,invalid_quantity,Quantity must be positive
orders,26699,invalid_quantity,Quantity must be positive
orders,63613,invalid_quantity,Quantity must be positive
orders,65672,invalid_quantity,Quantity must be positive
orders,1718,invalid_quantity,Quantity must be positive
orders,66585,invalid_quantity,Quantity must be positive
orders,8050,invalid_quantity,Quantity must be positive
orders,64819,invalid_quantity,Quantity must be positive
orders,40215,invalid_quantity,Quantity must be positive
orders,35803,invalid_quantity,Quantity must be positive
orders,53967,invalid_quantity,Quantity must be positive
orders,18486,invalid_quantity,Quantity must be positive
orders,81318,invalid_quantity,Quantity must be positive
orders,29973,invalid_quantity,Quantity must be positive
orders,44992,invalid_quantity,Quantity must be positive
orders,88331,invalid_quantity,Quantity must be positive
orders,63538,negative_shipping_cost,Shipping cost cannot be negative
orders,29345,negative_shipping_cost,Shipping cost cannot be negative
orders,80123,negative_shipping_cost,Shipping cost cannot be negative
orders,37919,negative_shipping_cost,Shipping cost cannot be negative
orders,20934,negative_shipping_cost,Shipping cost cannot be negative
orders,85412,negative_shipping_cost,Shipping cost cannot be negative
orders,10720,negative_shipping_cost,Shipping cost cannot be negative
orders,20715,negative_shipping_cost,Shipping cost cannot be negative
orders,66824,negative_shipping_cost,Shipping cost cannot be negative
orders,67904,negative_shipping_cost,Shipping cost cannot be negative
orders,72679,negative_shipping_cost,Shipping cost cannot be negative
orders,80011,negative_shipping_cost,Shipping cost cannot be negative
orders,76798,negative_shipping_cost,Shipping cost cannot be negative
orders,44068,negative_shipping_cost,Shipping cost cannot be negative
orders,52169,negative_shipping_cost,Shipping cost cannot be negative
orders,56559,negative_shipping_cost,Shipping cost cannot be negative
orders,67017,negative_shipping_cost,Shipping cost cannot be negative
orders,11952,negative_shipping_cost,Shipping cost cannot be negative
orders,14100,negative_shipping_cost,Shipping cost cannot be negative
orders,12894,negative_shipping_cost,Shipping cost cannot be negative
orders,74442,negative_shipping_cost,Shipping cost cannot be negative
orders,80781,negative_shipping_cost,Shipping cost cannot be negative
orders,16251,negative_shipping_cost,Shipping cost cannot be negative
orders,56434,negative_shipping_cost,Shipping cost cannot be negative
orders,75792,negative_shipping_cost,Shipping cost cannot be negative
orders,32360,negative_shipping_cost,Shipping cost cannot be negative
orders,68449,negative_shipping_cost,Shipping cost cannot be negative
orders,70450,negative_shipping_cost,Shipping cost cannot be negative
orders,20263,negative_shipping_cost,Shipping cost cannot be negative
orders,69166,negative_shipping_cost,Shipping cost cannot be negative
orders,68600,negative_shipping_cost,Shipping cost cannot be negative
orders,56159,negative_shipping_cost,Shipping cost cannot be negative
orders,20186,negative_shipping_cost,Shipping cost cannot be negative
orders,79548,negative_shipping_cost,Shipping cost cannot be negative
orders,4871,negative_shipping_cost,Shipping cost cannot be negative
orders,27385,negative_shipping_cost,Shipping cost cannot be negative
orders,86464,negative_shipping_cost,Shipping cost cannot be negative
orders,65090,negative_shipping_cost,Shipping cost cannot be negative
orders,7680,negative_shipping_cost,Shipping cost cannot be negative
orders,42207,negative_shipping_cost,Shipping cost cannot be negative
orders,54402,negative_shipping_cost,Shipping cost cannot be negative
orders,23328,negative_shipping_cost,Shipping cost cannot be negative
orders,46004,negative_shipping_cost,Shipping cost cannot be negative
orders,36436,negative_shipping_cost,Shipping cost cannot be negative
orders,70606,negative_shipping_cost,Shipping cost cannot be negative
orders,58073,negative_shipping_cost,Shipping cost cannot be negative
orders,70569,negative_shipping_cost,Shipping cost cannot be negative
orders,17981,negative_shipping_cost,Shipping cost cannot be negative
orders,52978,negative_shipping_cost,Shipping cost cannot be negative
orders,76975,negative_shipping_cost,Shipping cost cannot be negative
orders,50834,negative_shipping_cost,Shipping cost cannot be negative
orders,51664,negative_shipping_cost,Shipping cost cannot be negative
orders,82314,negative_shipping_cost,Shipping cost cannot be negative
orders,25063,negative_shipping_cost,Shipping cost cannot be negative
orders,40499,negative_shipping_cost,Shipping cost cannot be negative
orders,6899,negative_shipping_cost,Shipping cost cannot be negative
orders,50624,negative_shipping_cost,Shipping cost cannot be negative
orders,52338,negative_shipping_cost,Shipping cost cannot be negative
orders,17528,negative_shipping_cost,Shipping cost cannot be negative
orders,73928,negative_shipping_cost,Shipping cost cannot be negative
orders,27413,negative_shipping_cost,Shipping cost cannot be negative
orders,31142,negative_shipping_cost,Shipping cost cannot be negative
orders,6030,negative_shipping_cost,Shipping cost cannot be negative
orders,13578,negative_shipping_cost,Shipping cost cannot be negative
orders,18620,negative_shipping_cost,Shipping cost cannot be negative
orders,11268,negative_shipping_cost,Shipping cost cannot be negative
orders,9404,negative_shipping_cost,Shipping cost cannot be negative
orders,15455,negative_shipping_cost,Shipping cost cannot be negative
orders,35890,negative_shipping_cost,Shipping cost cannot be negative
orders,38343,negative_shipping_cost,Shipping cost cannot be negative
orders,20658,negative_shipping_cost,Shipping cost cannot be negative
orders,74060,negative_shipping_cost,Shipping cost cannot be negative
orders,20703,negative_shipping_cost,Shipping cost cannot be negative
orders,82110,negative_shipping_cost,Shipping cost cannot be negative
orders,73936,negative_shipping_cost,Shipping cost cannot be negative
orders,47046,negative_shipping_cost,Shipping cost cannot be negative
orders,62979,negative_shipping_cost,Shipping cost cannot be negative
orders,36382,negative_shipping_cost,Shipping cost cannot be negative
orders,8880,negative_shipping_cost,Shipping cost cannot be negative
orders,39090,negative_shipping_cost,Shipping cost cannot be negative
orders,43144,negative_shipping_cost,Shipping cost cannot be negative
orders,46980,negative_shipping_cost,Shipping cost cannot be negative
orders,6275,negative_shipping_cost,Shipping cost cannot be negative
orders,16545,negative_shipping_cost,Shipping cost cannot be negative
orders,18602,negative_shipping_cost,Shipping cost cannot be negative
orders,81626,negative_shipping_cost,Shipping cost cannot be negative
orders,1062,negative_shipping_cost,Shipping cost cannot be negative
orders,5024,negative_shipping_cost,Shipping cost cannot be negative
orders,515,negative_shipping_cost,Shipping cost cannot be negative
orders,21503,negative_shipping_cost,Shipping cost cannot be negative
orders,21176,negative_shipping_cost,Shipping cost cannot be negative
orders,16522,negative_shipping_cost,Shipping cost cannot be negative
orders,89036,negative_shipping_cost,Shipping cost cannot be negative
orders,42082,negative_shipping_cost,Shipping cost cannot be negative
orders,84478,negative_shipping_cost,Shipping cost cannot be negative
orders,24546,negative_shipping_cost,Shipping cost cannot be negative
orders,7825,negative_shipping_cost,Shipping cost cannot be negative
orders,24338,negative_shipping_cost,Shipping cost cannot be negative
orders,41300,negative_shipping_cost,Shipping cost cannot be negative
orders,1623,negative_shipping_cost,Shipping cost cannot be negative
orders,68215,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,83491,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,12638,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,61024,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,51842,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,21187,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,50487,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,52788,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,29652,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,54346,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,27495,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,32917,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,65811,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,35748,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,26092,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,66860,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,20311,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,64662,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,34187,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,63683,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,84489,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,13167,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,29661,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,51691,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,76670,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,69144,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,75017,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,24173,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,44543,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,36628,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,89652,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,25780,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,11398,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,30431,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,44290,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,19746,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,31756,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,81963,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,64366,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,25249,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,34464,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,59345,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,52856,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,38263,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,28022,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,59101,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,26110,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,36495,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,43486,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,50216,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,67243,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,33470,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,89539,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,58585,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,56375,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,6727,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,82874,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,75976,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,41602,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,43350,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,83971,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,38108,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,88496,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,68497,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,59621,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,80884,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,76072,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,19071,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,17606,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,3775,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,80353,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,11129,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,78403,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,41127,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,80657,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,83951,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,64068,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,25176,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,35815,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,13886,inconsistent_payment_method,Payment method contains formatting inconsistency
orders,76043,duplicate_order,Exact duplicate transaction record introduced
orders,81842,duplicate_order,Exact duplicate transaction record introduced
orders,43392,duplicate_order,Exact duplicate transaction record introduced
orders,14433,duplicate_order,Exact duplicate transaction record introduced
orders,63871,duplicate_order,Exact duplicate transaction record introduced
orders,57601,duplicate_order,Exact duplicate transaction record introduced
orders,46017,duplicate_order,Exact duplicate transaction record introduced
orders,62004,duplicate_order,Exact duplicate transaction record introduced
orders,3026,duplicate_order,Exact duplicate transaction record introduced
orders,48748,duplicate_order,Exact duplicate transaction record introduced
orders,79109,duplicate_order,Exact duplicate transaction record introduced
orders,35356,duplicate_order,Exact duplicate transaction record introduced
orders,40961,duplicate_order,Exact duplicate transaction record introduced
orders,7307,duplicate_order,Exact duplicate transaction record introduced
orders,28955,duplicate_order,Exact duplicate transaction record introduced
orders,10968,duplicate_order,Exact duplicate transaction record introduced
orders,83169,duplicate_order,Exact duplicate transaction record introduced
orders,32125,duplicate_order,Exact duplicate transaction record introduced
orders,84453,duplicate_order,Exact duplicate transaction record introduced
orders,39464,duplicate_order,Exact duplicate transaction record introduced
orders,20198,duplicate_order,Exact duplicate transaction record introduced
orders,75126,duplicate_order,Exact duplicate transaction record introduced
orders,9901,duplicate_order,Exact duplicate transaction record introduced
orders,6596,duplicate_order,Exact duplicate transaction record introduced
orders,70654,duplicate_order,Exact duplicate transaction record introduced
orders,48408,duplicate_order,Exact duplicate transaction record introduced
orders,28590,duplicate_order,Exact duplicate transaction record introduced
orders,41012,duplicate_order,Exact duplicate transaction record introduced
orders,46712,duplicate_order,Exact duplicate transaction record introduced
orders,52612,duplicate_order,Exact duplicate transaction record introduced
orders,30677,duplicate_order,Exact duplicate transaction record introduced
orders,15891,duplicate_order,Exact duplicate transaction record introduced
orders,89573,duplicate_order,Exact duplicate transaction record introduced
orders,37480,duplicate_order,Exact duplicate transaction record introduced
orders,18668,duplicate_order,Exact duplicate transaction record introduced
orders,69973,duplicate_order,Exact duplicate transaction record introduced
orders,54048,duplicate_order,Exact duplicate transaction record introduced
orders,65504,duplicate_order,Exact duplicate transaction record introduced
orders,25594,duplicate_order,Exact duplicate transaction record introduced
orders,22106,duplicate_order,Exact duplicate transaction record introduced
orders,45123,duplicate_order,Exact duplicate transaction record introduced
orders,83559,duplicate_order,Exact duplicate transaction record introduced
orders,81889,duplicate_order,Exact duplicate transaction record introduced
orders,64307,duplicate_order,Exact duplicate transaction record introduced
orders,60978,duplicate_order,Exact duplicate transaction record introduced
orders,21937,duplicate_order,Exact duplicate transaction record introduced
orders,19065,duplicate_order,Exact duplicate transaction record introduced
orders,70191,duplicate_order,Exact duplicate transaction record introduced
orders,11054,duplicate_order,Exact duplicate transaction record introduced
orders,9257,duplicate_order,Exact duplicate transaction record introduced
orders,45972,duplicate_order,Exact duplicate transaction record introduced
orders,71987,duplicate_order,Exact duplicate transaction record introduced
orders,36040,duplicate_order,Exact duplicate transaction record introduced
orders,22321,duplicate_order,Exact duplicate transaction record introduced
orders,17951,duplicate_order,Exact duplicate transaction record introduced
orders,58726,duplicate_order,Exact duplicate transaction record introduced
orders,3039,duplicate_order,Exact duplicate transaction record introduced
orders,84530,duplicate_order,Exact duplicate transaction record introduced
orders,13002,duplicate_order,Exact duplicate transaction record introduced
orders,57123,duplicate_order,Exact duplicate transaction record introduced
orders,9062,duplicate_order,Exact duplicate transaction record introduced
orders,30298,duplicate_order,Exact duplicate transaction record introduced
orders,49411,duplicate_order,Exact duplicate transaction record introduced
orders,74339,duplicate_order,Exact duplicate transaction record introduced
orders,65045,duplicate_order,Exact duplicate transaction record introduced
orders,86147,duplicate_order,Exact duplicate transaction record introduced
orders,19052,duplicate_order,Exact duplicate transaction record introduced
orders,63915,duplicate_order,Exact duplicate transaction record introduced
orders,74555,duplicate_order,Exact duplicate transaction record introduced
orders,33533,duplicate_order,Exact duplicate transaction record introduced
orders,35672,duplicate_order,Exact duplicate transaction record introduced
orders,21779,duplicate_order,Exact duplicate transaction record introduced
orders,1299,duplicate_order,Exact duplicate transaction record introduced
orders,3471,duplicate_order,Exact duplicate transaction record introduced
orders,84238,duplicate_order,Exact duplicate transaction record introduced
orders,15018,duplicate_order,Exact duplicate transaction record introduced
orders,33508,duplicate_order,Exact duplicate transaction record introduced
orders,4271,duplicate_order,Exact duplicate transaction record introduced
orders,48048,duplicate_order,Exact duplicate transaction record introduced
orders,12255,duplicate_order,Exact duplicate transaction record introduced
orders,85430,duplicate_order,Exact duplicate transaction record introduced
orders,69121,duplicate_order,Exact duplicate transaction record introduced
orders,57226,duplicate_order,Exact duplicate transaction record introduced
orders,18715,duplicate_order,Exact duplicate transaction record introduced
orders,10464,duplicate_order,Exact duplicate transaction record introduced
orders,53516,duplicate_order,Exact duplicate transaction record introduced
orders,67570,duplicate_order,Exact duplicate transaction record introduced
orders,85400,duplicate_order,Exact duplicate transaction record introduced
orders,70588,duplicate_order,Exact duplicate transaction record introduced
orders,62580,duplicate_order,Exact duplicate transaction record introduced
orders,6811,duplicate_order,Exact duplicate transaction record introduced
orders,29273,duplicate_order,Exact duplicate transaction record introduced
orders,19246,duplicate_order,Exact duplicate transaction record introduced
orders,56184,duplicate_order,Exact duplicate transaction record introduced
orders,49604,duplicate_order,Exact duplicate transaction record introduced
orders,43889,duplicate_order,Exact duplicate transaction record introduced
orders,80279,duplicate_order,Exact duplicate transaction record introduced
orders,58603,duplicate_order,Exact duplicate transaction record introduced
orders,49240,duplicate_order,Exact duplicate transaction record introduced
orders,86736,duplicate_order,Exact duplicate transaction record introduced
